update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,2936.1626188445653,0,0.0,0.0,0,0,0.0,0.0,0,0,1.9175882935523987,-0.09889107663184404,-0.015019932645373046,0.0014998536789789796,0.040131698594661064,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,3075.0689808735697,1,0.05542500037699938,0.13256258644888805,0.0,0.5067999958992004,239.8125,27.90210285534049,137.0,250.0,1.9328639507293701,-0.06619156058877707,-0.0307594770565629,0.0015919668221613392,0.021037339807026226,0.05542500037699938,0.13256258644888805,0.0,0.5067999958992004
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,3001.8813769060257,2,0.044400000013411045,0.09717653956476256,0.0,0.3303999900817871,242.875,17.014240359181482,186.0,250.0,1.9307619780302048,-0.0557847386226058,-0.014277128968387842,0.0005211496300034923,0.011497034326052922,0.044400000013411045,0.09717653956476256,0.0,0.3303999900817871
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,3033.9649816318333,2,0.020649999380111694,0.07997710369836608,0.0,0.3303999900817871,246.0,15.491933384829668,186.0,250.0,1.9388407319784164,-0.04554977221414447,-0.016253412701189518,0.00017622792984184343,0.005670826467061708,0.020649999380111694,0.07997710369836608,0.0,0.3303999900817871
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,3025.1073822690732,3,0.0,0.0,0.0,0.0,250.0,0.0,250.0,250.0,1.9432197958230972,-0.041407469660043716,-0.007746708346530795,3.445195739004703e-05,0.003642002157682163,0.0,0.0,0.0,0.0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
6,12288,3052.1565985001325,4,0.026499999687075615,0.10263405746254561,0.0,0.42399999499320984,244.375,21.78553132241672,160.0,250.0,1.9434915035963058,-0.027942382032051682,-0.012823695200495422,0.000558095334781683,0.00858054924444229,0.026499999687075615,0.10263405746254561,0.0,0.42399999499320984
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,14336,3012.6538006547926,4,0.026499999687075615,0.10263405746254561,0.0,0.42399999499320984,244.375,21.78553132241672,160.0,250.0,1.9434975534677505,-0.021936310222372413,-0.004132655973080546,3.669519901450258e-05,0.0036714160853453617,0.026499999687075615,0.10263405746254561,0.0,0.42399999499320984
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
8,16384,2888.1486463087062,5,0.04417499992996454,0.09707666830664605,0.0,0.3124000132083893,242.9375,17.05311096984946,191.0,250.0,1.9413254410028458,-0.011220810119993985,-0.011035046307370067,0.0003515048028930323,0.00792849992160904,0.04417499992996454,0.09707666830664605,0.0,0.3124000132083893
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
9,18432,3010.295215136118,6,0.04417499992996454,0.09707666830664605,0.0,0.3124000132083893,242.9375,17.05311096984946,191.0,250.0,1.9443580657243729,-0.006795530207455158,-0.004023936722660437,8.81621754160733e-05,0.004503339642475696,0.04417499992996454,0.09707666830664605,0.0,0.3124000132083893
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
10,20480,3049.828900100478,6,0.02019999921321869,0.0782342605461989,0.0,0.323199987411499,246.125,15.00781046655374,188.0,250.0,1.942691370844841,-0.0008230070452555083,-0.002529904930270277,0.0002492248568159994,0.006441577974616058,0.02019999921321869,0.0782342605461989,0.0,0.323199987411499
11,22528,3029.5980909507084,7,0.061775000765919685,0.16615565108008237,0.0,0.5788000226020813,236.3125,37.154607301786946,117.0,250.0,1.9357822388410568,0.009155934320006054,-0.009024887869600207,0.0014169226778903976,0.027243291754862644,0.061775000765919685,0.16615565108008237,0.0,0.5788000226020813
12,24576,3029.493380206783,8,0.08777500037103891,0.17071022301481328,0.0,0.5788000226020813,232.5625,37.11295048564584,117.0,250.0,1.9413565546274185,0.0047504476860922296,-0.0033160279999719933,0.0002877472434192896,0.010239669550475644,0.08777500037103891,0.17071022301481328,0.0,0.5788000226020813
13,26624,2985.4181170730726,8,0.11855000257492065,0.1902278090709758,0.0,0.5752000212669373,225.75,41.233329964968874,118.0,250.0,1.9353376030921936,0.017237231426406652,-0.010843614232726395,0.001803297665901482,0.03016874362869597,0.11855000257492065,0.1902278090709758,0.0,0.5752000212669373
14,28672,2662.499598452329,9,0.13452500104904175,0.21287821510816374,0.0,0.6003999710083008,221.3125,47.27805879845322,111.0,250.0,1.934671938419342,0.015606493572704494,-0.004768971994053572,0.0011172704616910778,0.017400793723239934,0.13452500104904175,0.21287821510816374,0.0,0.6003999710083008
15,30720,2741.584274995444,10,0.2071500001475215,0.29835485165609593,0.0,0.8343999981880188,202.875,71.07291590331721,46.0,250.0,1.9141761660575867,0.05099397711455822,-0.020987216499634087,0.0049987260135822,0.04599680657054751,0.2071500001475215,0.29835485165609593,0.0,0.8343999981880188
16,32768,2608.9200817002147,11,0.24350000079721212,0.2934363132867649,0.0,0.8343999981880188,196.25,70.41262315806733,46.0,250.0,1.915400356054306,0.05425417376682162,-0.005820582824526355,0.0024485259200446308,0.029126543825183693,0.24350000079721212,0.2934363132867649,0.0,0.8343999981880188
17,34816,3020.885978094014,11,0.20434999838471413,0.25602069329184945,0.0,0.7767999768257141,207.125,60.611338666952406,62.0,250.0,1.9203682094812393,0.06460951128974557,-0.004289905147743411,0.0032430952123831958,0.02698057456167417,0.20434999838471413,0.25602069329184945,0.0,0.7767999768257141
18,36864,2844.4415057177353,12,0.1944499984383583,0.24788343055915688,0.0,0.7767999768257141,209.875,58.598074840390446,62.0,250.0,1.9117182791233063,0.0686306543648243,-0.0005419558583525941,0.0023958280216902494,0.02594010862548846,0.1944499984383583,0.24788343055915688,0.0,0.7767999768257141
19,38912,2976.741248175476,13,0.36022499948740005,0.3226433303076133,0.0,0.765999972820282,165.5625,76.09284522049363,65.0,250.0,1.8988163769245148,0.07987103052437305,-0.02468106965534389,0.004501175455516204,0.04459702224461648,0.36022499948740005,0.3226433303076133,0.0,0.765999972820282
20,40960,3048.2401307594964,14,0.40687499940395355,0.27459789437955934,0.0,0.8379999995231628,157.8125,66.28085955802021,45.0,250.0,1.8572879433631897,0.08923804573714733,-0.03008071193471551,0.006563202361576259,0.08996762022751562,0.40687499940395355,0.27459789437955934,0.0,0.8379999995231628
21,43008,3038.5787804417328,14,0.5485684189357256,0.2756900599820224,0.0,0.9028000235557556,122.47368421052632,71.03621642740644,27.0,250.0,1.8378065079450607,0.1442744992673397,-0.045598465483635664,0.013120635179802775,0.07526579076193925,0.5485684189357256,0.2756900599820224,0.0,0.9028000235557556
22,45056,2711.026828008182,15,0.5936000004410744,0.24755918856117345,0.0,0.9423999786376953,111.5,65.63116637695843,16.0,250.0,1.7849019169807434,0.18440229073166847,-0.05977829126641154,0.013927511405199766,0.07851814967353367,0.5936000004410744,0.24755918856117345,0.0,0.9423999786376953
23,47104,2963.8093666059985,16,0.6411789475302947,0.24365896400332007,0.0,0.9495999813079834,98.21052631578948,64.02103186278414,14.0,250.0,1.7541806250810623,0.21679938957095146,-0.04570674151182175,0.01278648932930082,0.07501216226843446,0.6411789475302947,0.24365896400332007,0.0,0.9495999813079834
24,49152,3049.6783938758867,16,0.7125294072663083,0.20326667715203775,0.1720000058412552,0.9531999826431274,79.8529411764706,56.4629667038187,13.0,230.0,1.7062159925699234,0.3379022069275379,-0.08500716555863619,0.015356208547018468,0.08961101013277109,0.7125294072663083,0.20326667715203775,0.1720000058412552,0.9531999826431274
25,51200,3016.196498797726,17,0.8155428653671628,0.1104711800378834,0.5392000079154968,0.9459999799728394,51.23809523809524,30.686439942943558,15.0,128.0,1.6548038721084595,0.44995592534542084,-0.11555385496467352,0.017236122163012624,0.12490202967339763,0.8155428653671628,0.1104711800378834,0.5392000079154968,0.9459999799728394
26,53248,3004.3402701828327,18,0.8725836027841098,0.0886652498947247,0.43479999899864197,0.9567999839782715,35.39344262295082,24.629236717021932,12.0,157.0,1.4798811972141266,0.6174876242876053,-0.1170006562024355,0.012965739937499166,0.11706185864995719,0.8725836027841098,0.0886652498947247,0.43479999899864197,0.9567999839782715
27,55296,2659.734560804503,19,0.8898516133908303,0.06592715646754582,0.5752000212669373,0.9747999906539917,30.596774193548388,18.31310096661752,7.0,118.0,1.408964067697525,0.6676010638475418,-0.05555533757433295,0.007848499983083457,0.07658182322671503,0.8898516133908303,0.06592715646754582,0.5752000212669373,0.9747999906539917
28,57344,2900.8455715165187,19,0.887615580837448,0.11218860312223902,0.0,0.9603999853134155,30.857142857142858,28.340102505434814,11.0,250.0,1.42691271007061,0.7338257804512978,-0.05829473305493593,0.006531492806971073,0.08618295998185108,0.887615580837448,0.11218860312223902,0.0,0.9603999853134155
29,59392,2882.067062419874,20,0.9202638211402487,0.04563042374884901,0.704800009727478,0.9711999893188477,22.148936170212767,12.675120081523179,8.0,82.0,1.3235592991113663,0.770213894546032,-0.05729789426550269,0.004210430051898584,0.0859105859455577,0.9202638211402487,0.04563042374884901,0.704800009727478,0.9711999893188477
30,61440,2944.5194130660875,21,0.9247564278026619,0.03348290286820006,0.7911999821662903,0.9711999893188477,20.900990099009903,9.300809025275944,8.0,58.0,1.2780523747205734,0.8027820810675621,-0.037394130136817694,0.0025195797788910568,0.05798625359714005,0.9247564278026619,0.03348290286820006,0.7911999821662903,0.9711999893188477
31,63488,2603.4246636207276,21,0.9307925144088602,0.03187540007527164,0.7552000284194946,0.9747999906539917,19.22429906542056,8.854280775991498,7.0,68.0,1.2654208987951279,0.8265984803438187,-0.010268330486724153,0.0022465122310677543,0.05942334869682833,0.9307925144088602,0.03187540007527164,0.7552000284194946,0.9747999906539917
32,65536,2778.8322513920957,22,0.9316342785244897,0.024149496663027428,0.8560000061988831,0.9747999906539917,18.99047619047619,6.708197171897391,7.0,40.0,1.3029188364744186,0.8345262259244919,-0.00771558319684118,0.0012617540342034772,0.04414332448157203,0.9316342785244897,0.024149496663027428,0.8560000061988831,0.9747999906539917
33,67584,2716.171968196198,23,0.9311584790922561,0.024364759454771973,0.8632000088691711,0.9711999893188477,19.12264150943396,6.767991857053678,8.0,38.0,1.3694765716791153,0.8381966575980186,0.0036929552879882976,0.0010373301338404417,0.028119902570860965,0.9311584790922561,0.024364759454771973,0.8632000088691711,0.9711999893188477
34,69632,3039.3087844476786,24,0.9243643508099093,0.02910797194945857,0.8379999995231628,0.9747999906539917,21.00990099009901,8.08555128572922,7.0,45.0,1.385942593216896,0.8336678445339203,0.006333543289656518,0.0012006537726847455,0.03291582526313244,0.9243643508099093,0.02910797194945857,0.8379999995231628,0.9747999906539917
35,71680,2963.6938160108307,24,0.9249361671031789,0.025536714078372314,0.8163999915122986,0.9711999893188477,20.851063829787233,7.093535335015767,8.0,51.0,1.3765371888875961,0.8236179575324059,0.00989928760100156,0.001541984689538367,0.048263225655760356,0.9249361671031789,0.025536714078372314,0.8163999915122986,0.9711999893188477
36,73728,2994.150936332852,25,0.9212168357874218,0.05400596214881279,0.4564000070095062,0.9639999866485596,21.88421052631579,15.001658264755958,10.0,151.0,1.3605487793684006,0.8170372694730759,0.0072239371365867555,0.0022346375044435263,0.04978843260157881,0.9212168357874218,0.05400596214881279,0.4564000070095062,0.9639999866485596
37,75776,2946.756807694696,26,0.9200399915377299,0.03591386535533779,0.7731999754905701,0.9675999879837036,22.211111111111112,9.97607632115112,9.0,63.0,1.3415431529283524,0.8064637705683708,0.006187306484207511,0.002325052919331938,0.05296244354367265,0.9200399915377299,0.03591386535533779,0.7731999754905701,0.9675999879837036
38,77824,2921.534797649014,26,0.9176978646440709,0.04340250022021471,0.6255999803543091,0.9675999879837036,22.861702127659573,12.056252076165215,9.0,104.0,1.3712424039840698,0.8092848435044289,-0.0027746279884013347,0.0021963603649055585,0.048067830326507986,0.9176978646440709,0.04340250022021471,0.6255999803543091,0.9675999879837036
39,79872,2925.619422718783,27,0.9262734578580273,0.03392815595834552,0.7767999768257141,0.9711999893188477,20.479591836734695,9.424490016881586,8.0,62.0,1.3296469897031784,0.8200947418808937,0.0033602272457642357,0.0020195919496472925,0.03528294105130942,0.9262734578580273,0.03392815595834552,0.7767999768257141,0.9711999893188477
40,81920,2781.216508831158,28,0.9253550926033332,0.02673073161612557,0.8307999968528748,0.9603999853134155,20.73469387755102,7.425206683590979,11.0,47.0,1.325560986995697,0.824636697769165,-0.009229256305843592,0.0014186892076395452,0.034985864945629316,0.9253550926033332,0.02673073161612557,0.8307999968528748,0.9603999853134155
